unique_key,created_date,closed_date,resolution_action_updated_date,status,status_notes,agency_name,category,complaint_type,descriptor,incident_address,supervisor_district,neighborhood,location,source,media_url,latitude,longitude,police_district
750997,2010-10-12 12:23:07+00:00,2010-10-19 08:37:14+00:00,2010-10-19 08:37:14+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of FILLMORE ST and HAIGHT ST,5.0,Lower Haight,"(37.7721083705778, -122.430433791909)",Phone,,37.77211,-122.4304,NORTHERN
944594,2011-08-20 09:52:59+00:00,2011-08-28 09:01:00+00:00,2011-08-28 09:01:00+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of EDDY ST and LAGUNA ST,5.0,Cathedral Hill,"(37.7820568705677, -122.427396465061)",Phone,,37.78206,-122.4274,NORTHERN
675498,2010-06-15 11:12:56+00:00,2010-06-22 08:18:46+00:00,2010-06-22 08:18:46+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of GEARY ST and VAN NESS AVE,5.0,Cathedral Hill,"(37.7856857374927, -122.421393432849)",Phone,,37.78569,-122.4214,NORTHERN
648506,2010-05-02 11:12:26+00:00,2010-05-09 09:37:59+00:00,2010-05-09 09:37:59+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of 9TH AVE and LINCOLN WAY,5.0,Inner Sunset,"(37.76592452175, -122.466442338313)",Phone,,37.76593,-122.4664,TARAVAL
889057,2011-05-26 16:01:34+00:00,2011-06-02 12:26:29+00:00,2011-06-02 12:26:29+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of MCALLISTER ST and VAN NESS AVE,5.0,Civic Center,"(37.7800746171772, -122.42024702316)",Phone,,37.78008,-122.4202,NORTHERN
1897396,2013-01-15 09:17:13+00:00,2013-02-06 08:18:45+00:00,2013-02-06 08:18:45+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of DIVISADERO ST and HAIGHT ST,5.0,Buena Vista,"(37.7712673011746, -122.437045741868)",Twitter,,37.77127,-122.437,NORTHERN
1764638,2012-12-07 06:50:08+00:00,2012-12-17 09:56:24+00:00,2012-12-17 09:56:24+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,"150 OTIS ST, SAN FRANCISCO, CA, 94103",6.0,South of Market,"(37.770710641953, -122.421043194133)",Phone,,37.77071,-122.421,SOUTHERN
2403102,2013-05-23 18:25:51+00:00,2015-04-10 22:04:26+00:00,2015-04-10 22:04:26+00:00,Closed,Per process - cases are closed 5 days after assignment.,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,"1310 MISSION ST, SAN FRANCISCO, CA, 94103",6.0,South of Market,"(37.776118298801, -122.415065824309)",Phone,,37.77612,-122.4151,SOUTHERN
719927,2010-08-25 12:06:43+00:00,2010-08-30 08:14:39+00:00,2010-08-30 08:14:39+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of 2ND ST and KING ST,6.0,South Beach,"(37.7798612556978, -122.38959078599)",Phone,,37.77986,-122.3896,SOUTHERN
949996,2011-08-29 08:45:18+00:00,2011-09-05 07:24:25+00:00,2011-09-05 07:24:25+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of EDDY ST and POLK ST,6.0,Tenderloin,"(37.783101480639, -122.419181755113)",Phone,,37.7831,-122.4192,NORTHERN
2334702,2013-05-07 07:21:47+00:00,2015-04-10 04:04:49+00:00,2015-04-10 04:04:49+00:00,Closed,Per process - cases are closed 5 days after assignment.,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of GEARY ST and LEAVENWORTH ST,6.0,Tenderloin,"(37.7865197281275, -122.41480651369)",Twitter,,37.78652,-122.4148,CENTRAL
1121603,2012-05-10 11:41:10+00:00,2012-05-17 09:36:47+00:00,2012-05-17 09:36:47+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of MISSION ST and OTIS ST,6.0,South of Market,"(37.7730533759709, -122.418618282808)",Phone,,37.77305,-122.4186,SOUTHERN
730605,2010-09-11 10:13:24+00:00,2010-09-20 07:41:58+00:00,2010-09-20 07:41:58+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of 4TH ST and KING ST,6.0,Mission Bay,"(37.7763838642276, -122.394098501383)",Phone,,37.77638,-122.3941,SOUTHERN
682655,2010-06-26 18:06:43+00:00,2010-07-04 09:00:45+00:00,2010-07-04 09:00:45+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of 4TH ST and KING ST,6.0,Mission Bay,"(37.7763838642276, -122.394098501383)",Phone,,37.77638,-122.3941,SOUTHERN
1047629,2012-01-20 11:35:42+00:00,2012-01-31 11:21:41+00:00,2012-01-31 11:21:41+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of 4TH ST and TOWNSEND ST,6.0,South of Market,"(37.7770893644194, -122.394981336766)",Phone,,37.77709,-122.395,SOUTHERN
1292607,2012-08-17 07:33:49+00:00,2012-09-10 10:34:55+00:00,2012-09-10 10:34:55+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of 3RD ST and PERRY ST,6.0,South of Market,"(37.7821192380475, -122.396841560853)",Phone,,37.78212,-122.3968,SOUTHERN
904253,2011-06-20 10:27:33+00:00,2011-06-27 06:39:06+00:00,2011-06-27 06:39:06+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of EDDY ST and VAN NESS AVE,6.0,Tenderloin,"(37.7828941046848, -122.420816932422)",Phone,,37.78289,-122.4208,NORTHERN
679671,2010-06-22 08:22:16+00:00,2010-06-29 11:17:07+00:00,2010-06-29 11:17:07+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of FOLSOM ST and THE EMBARCADERO,6.0,Rincon Hill,"(37.7907650044534, -122.390090470276)",Phone,,37.79076,-122.3901,SOUTHERN
551380,2009-11-24 17:04:58+00:00,2009-11-24 17:41:23+00:00,2009-11-24 17:41:23+00:00,Closed,To DPW #551406,311 Service Request Queue,311 External Request,Garbage,,Intersection of 5TH ST and BRYANT ST,6.0,South of Market,"(37.7777990131498, -122.400297917326)",Phone,,37.7778,-122.4003,SOUTHERN
367903,2009-02-07 12:14:28+00:00,2009-02-07 12:18:02+00:00,2009-02-07 12:18:02+00:00,Closed,Submited online form to Clear Channel.,311 Service Request Queue,311 External Request,Garbage,,Intersection of 4TH ST and KING ST,6.0,Mission Bay,"(37.7763838642276, -122.394098501383)",Phone,,37.77638,-122.3941,SOUTHERN
758289,2010-10-23 13:53:46+00:00,2010-10-31 13:41:44+00:00,2010-10-31 13:41:44+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - USPS,Intersection of 7TH ST and BRYANT ST,6.0,South of Market,"(37.7742809188456, -122.404748602834)",Phone,,37.77428,-122.4047,SOUTHERN
3358396,2014-02-11 13:43:30+00:00,2014-02-11 14:54:24+00:00,2014-02-11 14:54:24+00:00,Closed,The case number for request is: HQ116604029,311 Service Request Queue,311 External Request,Garbage,Garbage - USPS,Intersection of 9TH ST and MISSION ST,6.0,South of Market,"(37.7762305280824, -122.414711168083)",Phone,,37.77623,-122.4147,SOUTHERN
1094798,2012-03-29 15:57:19+00:00,2012-04-05 13:08:08+00:00,2012-04-05 13:08:08+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - Other,Intersection of 7TH ST and BERRY ST,6.0,Mission Bay,"(37.7705150825739, -122.400022979286)",Phone,,37.77052,-122.4,SOUTHERN
1128215,2012-05-21 09:10:51+00:00,2012-05-29 08:03:25+00:00,2012-05-29 08:03:25+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - CalTrans,"300 CHANNEL ST, SAN FRANCISCO, CA, 94107",6.0,Mission Bay,"(37.774394429314, -122.391132995212)",Phone,,37.77439,-122.3911,SOUTHERN
364201,2009-02-02 10:31:27+00:00,2009-02-02 11:18:20+00:00,2009-02-02 11:18:20+00:00,Closed,Online request completed.,311 Service Request Queue,311 External Request,Garbage,Garbage - CBS_Outdoors,Intersection of OFARRELL ST and VAN NESS AVE,6.0,Cathedral Hill,"(37.7847534032066, -122.421193138923)",Phone,,37.78475,-122.4212,NORTHERN
713115,2010-08-14 12:04:10+00:00,2010-08-22 09:11:12+00:00,2010-08-22 09:11:12+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of 13TH ST and MISSION ST,6.0,South of Market,"(37.7701113170831, -122.420008481617)",Phone,,37.77011,-122.42,MISSION
976298,2011-10-04 10:11:19+00:00,2011-10-10 06:26:01+00:00,2011-10-10 06:26:01+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of 5TH ST and FOLSOM ST,6.0,South of Market,"(37.7802650650295, -122.403387237207)",Phone,,37.78027,-122.4034,SOUTHERN
402749,2009-04-01 14:33:27+00:00,2009-04-01 16:39:37+00:00,2009-04-01 16:39:37+00:00,Closed,sent online form to Clear Channel.,311 Service Request Queue,311 External Request,Garbage,Garbage - ClearChannel,Intersection of GOLDEN GATE AVE and LARKIN ST,6.0,Civic Center,"(37.7814474571377, -122.417145488395)",Phone,,37.78145,-122.4171,TENDERLOIN
1038240,2012-01-07 10:13:09+00:00,2012-01-15 12:44:13+00:00,2012-01-15 12:44:13+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of FOLSOM ST and THE EMBARCADERO,6.0,Rincon Hill,"(37.7907650044534, -122.390090470276)",Phone,,37.79076,-122.3901,SOUTHERN
844474,2011-03-17 14:03:59+00:00,2011-03-28 06:41:30+00:00,2011-03-28 06:41:30+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of 8TH ST and MISSION ST,6.0,South of Market,"(37.777457521629, -122.413157758797)",Phone,,37.77746,-122.4132,SOUTHERN
1080494,2012-03-08 10:04:03+00:00,2012-03-12 08:42:12+00:00,2012-03-12 08:42:12+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of HAYES ST and LARKIN ST,6.0,Civic Center,"(37.7777226602316, -122.41640113099)",Phone,,37.77772,-122.4164,TENDERLOIN
1118715,2012-05-06 12:16:34+00:00,2012-05-15 08:31:32+00:00,2012-05-15 08:31:32+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of 2ND ST and KING ST,6.0,South Beach,"(37.7798612556978, -122.38959078599)",Phone,,37.77986,-122.3896,SOUTHERN
2187528,2013-03-30 11:23:14+00:00,2015-04-08 22:03:57+00:00,2015-04-08 22:03:57+00:00,Closed,Per process - cases are closed 5 days after assignment.,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of 7TH ST and MARKET ST,6.0,Civic Center,"(37.7804786084846, -122.41251224905)",Phone,,37.78048,-122.4125,TENDERLOIN
574502,2010-01-04 16:43:22+00:00,2010-03-04 13:48:14+00:00,2010-03-04 13:48:14+00:00,Closed,,311 Service Request Queue,311 External Request,Garbage,Garbage - ClearChannel,Intersection of 11TH ST and MINNA ST,6.0,South of Market,"(37.7739062819424, -122.416575704897)",Phone,,37.77391,-122.4166,SOUTHERN
1415888,2012-09-12 15:40:01+00:00,2012-10-08 09:31:22+00:00,2012-10-08 09:31:22+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of 3RD ST and TOWNSEND ST,6.0,South of Market,"(37.7788516397347, -122.392749761263)",Phone,,37.77885,-122.3927,SOUTHERN
2016265,2013-02-14 13:04:38+00:00,2015-04-06 22:04:08+00:00,2015-04-06 22:04:08+00:00,Closed,"""Per process, cases are closed 5 days after assignment.""",311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of OFARRELL ST and VAN NESS AVE,6.0,Cathedral Hill,"(37.7847534032066, -122.421193138923)",Phone,,37.78475,-122.4212,NORTHERN
688060,2010-07-06 09:44:31+00:00,2010-07-14 07:02:28+00:00,2010-07-14 07:02:28+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of OFARRELL ST and VAN NESS AVE,6.0,Cathedral Hill,"(37.7847534032066, -122.421193138923)",Phone,,37.78475,-122.4212,NORTHERN
1115557,2012-05-01 08:18:39+00:00,2012-05-08 12:50:09+00:00,2012-05-08 12:50:09+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of BEALE ST and HOWARD ST,6.0,South of Market,"(37.7899262286022, -122.394276396696)",Phone,,37.78992,-122.3943,SOUTHERN
1047470,2012-01-20 08:51:54+00:00,2012-01-31 11:20:37+00:00,2012-01-31 11:20:37+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of BEALE ST and HOWARD ST,6.0,South of Market,"(37.7899262286022, -122.394276396696)",Phone,,37.78992,-122.3943,SOUTHERN
5458133,2016-01-12 13:57:09+00:00,2016-01-19 04:14:41+00:00,2016-01-19 04:14:41+00:00,Closed,Per process - cases are closed 5 days after assignment.,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - CalTrans,Intersection of JUNIPERO SERRA BLVD and ALEMANY BLVD,7.0,Merced Heights,"(37.7090865419885, -122.471013228957)",Phone,,37.70908,-122.471,TARAVAL
1109468,2012-04-21 06:43:45+00:00,2012-04-29 10:14:34+00:00,2012-04-29 10:14:34+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of 14TH AVE and WEST PORTAL AVE,7.0,West Portal,"(37.7379698690829, -122.46905676316)",Phone,,37.73797,-122.4691,TARAVAL
924578,2011-07-21 07:54:40+00:00,2011-08-03 08:21:21+00:00,2011-08-03 08:21:21+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of 17TH AVE and RIVERA ST,7.0,Golden Gate Heights,"(37.7468741870458, -122.473815915544)",Phone,,37.74688,-122.4738,TARAVAL
938658,2011-08-11 07:29:07+00:00,2011-08-18 10:09:23+00:00,2011-08-18 10:09:23+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of 17TH AVE and RIVERA ST,7.0,Golden Gate Heights,"(37.7468741870458, -122.473815915544)",Phone,,37.74688,-122.4738,TARAVAL
310354,2008-11-07 08:40:30+00:00,2008-11-07 09:02:07+00:00,2008-11-07 09:02:07+00:00,Closed,CREATED ONLINE BUS SHELTER FORM.,311 Service Request Queue,311 External Request,Garbage,,"600 PORTOLA DR, SAN FRANCISCO, CA, 94127",7.0,Laguna Honda,"(37.7453, -122.452)",Phone,,37.7453,-122.452,INGLESIDE
2681442,2013-08-05 18:21:51+00:00,2015-04-14 04:04:54+00:00,2015-04-14 04:04:54+00:00,Closed,Per process - cases are closed 5 days after assignment.,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage,"50 PHELAN AVE, SAN FRANCISCO, CA, 94112",7.0,Sunnyside,"(37.724440219569, -122.452293880512)",Phone,,37.72444,-122.4523,INGLESIDE
440649,2009-05-30 13:21:24+00:00,2009-05-30 13:24:18+00:00,2009-05-30 13:24:18+00:00,Closed,,311 Service Request Queue,311 External Request,Garbage,,Intersection of 19TH AVE and HOLLOWAY AVE,7.0,Stonestown,"(37.721057412604, -122.475221851511)",Phone,,37.72106,-122.4752,TARAVAL
2494097,2013-06-15 13:21:17+00:00,2015-04-13 04:04:41+00:00,2015-04-13 04:04:41+00:00,Closed,Per process - cases are closed 5 days after assignment.,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of 19TH AVE and HOLLOWAY AVE,7.0,Stonestown,"(37.721057412604, -122.475221851511)",Phone,,37.72106,-122.4752,TARAVAL
969310,2011-09-24 18:42:42+00:00,2011-09-29 08:14:18+00:00,2011-09-29 08:14:18+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of 19TH AVE and WINSTON DR,7.0,Stonestown,"(37.7269907743766, -122.474900196018)",Phone,,37.72699,-122.4749,TARAVAL
834849,2011-03-01 17:15:38+00:00,2011-03-08 08:02:29+00:00,2011-03-08 08:02:29+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of JUNIPERO SERRA BLVD and OCEAN AVE,7.0,Merced Manor,"(37.7312054765231, -122.472160169375)",Phone,,37.7312,-122.4722,TARAVAL
2372224,2013-05-16 13:32:02+00:00,2015-04-10 22:04:07+00:00,2015-04-10 22:04:07+00:00,Closed,Per process - cases are closed 5 days after assignment.,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of ULLOA ST and WEST PORTAL AVE,7.0,West Portal,"(37.7408918679751, -122.465828996789)",Phone,,37.74089,-122.4658,TARAVAL
387238,2009-03-11 10:25:53+00:00,2009-03-11 10:35:33+00:00,2009-03-11 10:35:33+00:00,Closed,Online request completed.,311 Service Request Queue,311 External Request,Garbage,Garbage - ClearChannel,Intersection of OCEAN AVE and PHELAN AVE,7.0,Ingleside,"(37.7230803166757, -122.452331546842)",Phone,,37.72308,-122.4523,TARAVAL
779544,2010-11-29 07:31:07+00:00,2010-11-29 07:51:28+00:00,2010-11-29 07:51:28+00:00,Closed,emailed to clear channel.,311 Service Request Queue,311 External Request,Garbage,Garbage - ClearChannel,Intersection of 19TH AVE and WINSTON DR,7.0,Stonestown,"(37.7269907743766, -122.474900196018)",Phone,,37.72699,-122.4749,TARAVAL
1151579,2012-06-22 13:49:21+00:00,2012-06-22 15:37:39+00:00,2012-06-22 15:37:39+00:00,Closed,reported to Austry at SUSD - 415-695-5525,311 Service Request Queue,311 External Request,Garbage,,"940 SAN JOSE AVE, SAN FRANCISCO, CA, 94131",8.0,Fairmount,"(37.740314456816, -122.424282336817)",Phone,,37.74031,-122.4243,INGLESIDE
752945,2010-10-14 19:44:56+00:00,2010-10-14 19:57:58+00:00,2010-10-14 19:57:58+00:00,Closed,Case transferred to Clear Channel 10/14/10,311 Service Request Queue,311 External Request,Garbage,,Intersection of DUBOCE AVE and NOE ST,8.0,Duboce Triangle,"(37.7691784266852, -122.433572372998)",Phone,,37.76918,-122.4336,PARK
246300,2008-07-11 15:56:31+00:00,2008-07-11 16:03:33+00:00,2008-07-11 16:03:33+00:00,Closed,Case Transferred Sent request via on line Transit Shelter maintenance Request,311 Service Request Queue,311 External Request,Garbage,Garbage -,Intersection of 21ST ST and CHATTANOOGA ST,8.0,Dolores Heights,"(37.7565605498205, -122.426787236966)",Phone,,37.75656,-122.4268,MISSION
2117036,2013-03-12 07:25:38+00:00,2013-04-04 08:53:56+00:00,2013-04-04 08:53:56+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,"3606 18TH ST, SAN FRANCISCO, CA, 94110",8.0,Mission Dolores,"(37.7617, -122.424)",Phone,,37.7617,-122.424,MISSION
1001184,2011-11-09 16:16:13+00:00,2011-11-20 11:20:12+00:00,2011-11-20 11:20:12+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,"3107 16TH ST, SAN FRANCISCO, CA, 94110",8.0,Mission Dolores,"(37.764759202151, -122.422179289435)",Phone,,37.76476,-122.4222,MISSION
1073702,2012-02-27 15:47:01+00:00,2012-03-05 08:26:54+00:00,2012-03-05 08:26:54+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of 18TH ST and CHURCH ST,8.0,Mission Dolores,"(37.7612895823341, -122.428354118317)",Phone,,37.76129,-122.4284,MISSION
7236206,2017-06-07 16:36:49+00:00,2017-06-13 22:30:28+00:00,2017-06-13 22:30:28+00:00,Closed,Per process - cases are closed 5 days after assignment.,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - Unified_School_District,"798 ELIZABETH ST, SAN FRANCISCO, CA, 94114",8.0,Noe Valley,"(37.751969051415, -122.43840876975)",Phone,,37.75197,-122.4384,MISSION
421265,2009-04-29 08:49:57+00:00,2009-04-29 11:48:14+00:00,2009-04-29 11:48:14+00:00,Closed,,311 Service Request Queue,311 External Request,Garbage,,Intersection of LAGUNA ST and MARKET ST,8.0,Mint Hill,"(37.7707476134916, -122.424852649552)",Phone,,37.77075,-122.4249,SOUTHERN
655416,2010-05-13 07:47:42+00:00,2010-05-20 08:37:31+00:00,2010-05-20 08:37:31+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - USPS,"3660 19TH ST, SAN FRANCISCO, CA, 94110",8.0,Mission Dolores,"(37.76, -122.425)",Phone,,37.76,-122.425,MISSION
1446613,2012-09-19 16:21:32+00:00,2012-10-08 09:36:42+00:00,2012-10-08 09:36:42+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - CalTrans,Intersection of ELGIN PARK and MCCOPPIN ST,8.0,Mint Hill,"(37.7714780731504, -122.42333476297)",Phone,,37.77148,-122.4233,SOUTHERN
2469144,2013-06-09 19:02:07+00:00,2015-04-13 04:04:30+00:00,2015-04-13 04:04:30+00:00,Closed,Per process - cases are closed 5 days after assignment.,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of RANDALL ST and SAN JOSE AVE,8.0,Holly Park,"(37.7398691001582, -122.424147214782)",Phone,,37.73987,-122.4241,INGLESIDE
2057571,2013-02-25 13:02:17+00:00,2015-04-07 22:03:40+00:00,2015-04-07 22:03:40+00:00,Closed,Per process - cases are closed 5 days after assignment.,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of RANDALL ST and SAN JOSE AVE,8.0,Holly Park,"(37.7398691001582, -122.424147214782)",Twitter,,37.73987,-122.4241,INGLESIDE
1149635,2012-06-20 08:51:21+00:00,2012-06-28 13:13:13+00:00,2012-06-28 13:13:13+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of 18TH ST and CHURCH ST,8.0,Mission Dolores,"(37.7612895823341, -122.428354118317)",Phone,,37.76129,-122.4284,MISSION
839032,2011-03-08 13:02:58+00:00,2011-03-17 06:34:35+00:00,2011-03-17 06:34:35+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of 18TH ST and CHURCH ST,8.0,Mission Dolores,"(37.7612895823341, -122.428354118317)",Phone,,37.76129,-122.4284,MISSION
1770125,2012-12-09 15:20:41+00:00,2012-12-17 10:02:10+00:00,2012-12-17 10:02:10+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of CASTRO ST and DUBOCE AVE,8.0,Buena Vista,"(37.7690584519832, -122.435794296012)",Phone,,37.76906,-122.4358,PARK
1238358,2012-08-05 22:43:53+00:00,2012-08-13 12:16:16+00:00,2012-08-13 12:16:16+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,"3606 18TH ST, SAN FRANCISCO, CA, 94110",8.0,Mission Dolores,"(37.7617, -122.424)",Phone,,37.7617,-122.424,MISSION
1234977,2012-08-05 05:53:40+00:00,2012-08-20 06:40:16+00:00,2012-08-20 06:40:16+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,"3510 18TH ST, SAN FRANCISCO, CA, 94110",8.0,Mission Dolores,"(37.76181309823, -122.421905721164)",Phone,,37.76181,-122.4219,MISSION
928968,2011-07-28 08:10:58+00:00,2011-08-04 09:55:54+00:00,2011-08-04 09:55:54+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of 24TH ST and CHURCH ST,8.0,Noe Valley,"(37.7517046095222, -122.427437292061)",Phone,,37.75171,-122.4274,MISSION
1175733,2012-07-26 17:19:46+00:00,2012-08-08 13:12:33+00:00,2012-08-08 13:12:33+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of 24TH ST and CHURCH ST,8.0,Noe Valley,"(37.7517046095222, -122.427437292061)",Phone,,37.75171,-122.4274,MISSION
6494127,2016-11-03 19:09:16+00:00,2016-11-10 22:30:54+00:00,2016-11-10 22:30:54+00:00,Closed,Per process - cases are closed 5 days after assignment.,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage,"3015 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134",9.0,Portola,"(37.7236, -122.402)",Phone,,37.72358,-122.4018,BAYVIEW
3821400,2014-07-12 12:57:25+00:00,2015-04-20 22:05:42+00:00,2015-04-20 22:05:42+00:00,Closed,Per process - cases are closed 5 days after assignment.,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - CalTrans,Intersection of BAY SHORE BLVD and HILTON ST,9.0,Apparel City,"(37.739059882372, -122.407114194451)",Phone,,37.73906,-122.4071,BAYVIEW
649749,2010-05-04 08:57:15+00:00,2010-05-12 06:33:21+00:00,2010-05-12 06:33:21+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of PAUL AVE and SAN BRUNO AVE,9.0,Portola,"(37.7239200253508, -122.40206082977)",Phone,,37.72392,-122.4021,BAYVIEW
1921930,2013-01-21 20:30:31+00:00,2013-02-10 11:17:21+00:00,2013-02-10 11:17:21+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of BAY SHORE BLVD and CORTLAND AVE,9.0,Apparel City,"(37.7395661401752, -122.406978449567)",Phone,,37.73957,-122.407,BAYVIEW
868293,2011-04-24 00:47:23+00:00,2011-05-02 08:40:47+00:00,2011-05-02 08:40:47+00:00,Closed,,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage - ClearChannel,Intersection of 22ND ST and POTRERO AVE,9.0,Mission,"(37.7561669340524, -122.406635803789)",Phone,,37.75617,-122.4066,MISSION
526271,2009-10-16 18:47:41+00:00,2009-10-17 06:56:00+00:00,2009-10-17 06:56:00+00:00,Closed,,311 Service Request Queue,311 External Request,Garbage,,"2812 MISSION ST, SAN FRANCISCO, CA, 94110",9.0,Mission,"(37.7518, -122.419)",Phone,,37.7518,-122.419,MISSION
351853,2009-01-14 20:15:24+00:00,2009-01-15 07:14:04+00:00,2009-01-15 07:14:04+00:00,Closed,Submitted case to clear channel. (27095),311 Service Request Queue,311 External Request,Garbage,,"301 VALENCIA ST, SAN FRANCISCO, CA, 94103",9.0,Mission,"(37.76809483172, -122.42214277297)",Phone,,37.76809,-122.4221,MISSION
7587412,2017-09-03 17:04:59+00:00,2017-09-11 22:30:55+00:00,2017-09-11 22:30:55+00:00,Closed,Per process - cases are closed 5 days after assignment.,311 Service Request Queue - Hold,311 External Request,Garbage,Garbage,"2414 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134",9.0,Portola,"(37.732, -122.406)",Phone,,37.73199,-122.4055,BAYVIEW
