call_number,unit_id,incident_number,call_type,call_date,watch_date,received_timestamp,entry_timestamp,dispatch_timestamp,response_timestamp,on_scene_timestamp,transport_timestamp,hospital_timestamp,call_final_disposition,available_timestamp,address,city,zipcode_of_incident,battalion,station_area,box,original_priority,priority,final_priority,als_unit,call_type_group,number_of_alarms,unit_type,unit_sequence_in_call_dispatch,fire_prevention_district,supervisor_district,neighborhood_district,location,row_id,latitude,longitude
42410192,B01,4066676,Medical Incident,2004-08-28,2004-08-28,2004-08-28 12:11:44+00:00,2004-08-28 12:12:56+00:00,2004-08-28 12:13:11+00:00,,2004-08-28 12:18:04+00:00,,,Other,2004-08-28 12:19:12+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,A1,0902,3,3,3,False,,1,CHIEF,4,3,6,,"(37.7833104067015, -122.388379873919)",042410192-B01,37.7833104067015,-122.388379873919
10980021,B01,1029861,Alarms,2001-04-08,2001-04-07,2001-04-08 01:03:36+00:00,2001-04-08 01:04:42+00:00,2001-04-08 01:05:39+00:00,2001-04-08 01:08:00+00:00,,,,Other,2001-04-08 01:08:46+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,35,0902,3,3,3,False,,1,CHIEF,2,3,6,,"(37.7833104067015, -122.388379873919)",010980021-B01,37.7833104067015,-122.388379873919
31390040,B01,3039702,Alarms,2003-05-19,2003-05-18,2003-05-19 03:57:36+00:00,2003-05-19 03:58:57+00:00,2003-05-19 03:59:33+00:00,2003-05-19 04:01:12+00:00,2003-05-19 04:03:53+00:00,,,Other,2003-05-19 04:10:44+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,35,0902,3,3,3,False,,1,CHIEF,2,3,6,,"(37.7833104067015, -122.388379873919)",031390040-B01,37.7833104067015,-122.388379873919
31460048,B01,3041783,Alarms,2003-05-26,2003-05-25,2003-05-26 05:01:34+00:00,2003-05-26 05:02:57+00:00,2003-05-26 05:03:08+00:00,2003-05-26 05:07:16+00:00,2003-05-26 05:08:28+00:00,,,Other,2003-05-26 05:14:12+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,35,0902,3,3,3,False,,1,CHIEF,2,3,6,,"(37.7833104067015, -122.388379873919)",031460048-B01,37.7833104067015,-122.388379873919
80250069,D3,8007807,Structure Fire,2008-01-25,2008-01-24,2008-01-25 07:11:48+00:00,2008-01-25 07:12:40+00:00,2008-01-25 07:12:49+00:00,2008-01-25 07:14:07+00:00,,,,Other,2008-01-25 07:35:43+00:00,0 Block of THE EMBARCADERO,SF,94105,B03,35,0902,3,3,3,False,,1,CHIEF,7,3,6,,"(37.7930284747689, -122.39192878449)",080250069-D3,37.7930284747689,-122.39192878449
43070175,M13,4084990,Medical Incident,2004-11-02,2004-11-02,2004-11-02 13:00:25+00:00,2004-11-02 13:02:55+00:00,2004-11-02 13:03:07+00:00,,,,,Other,,0 Block of THE EMBARCADERO,SF,94107,B03,A1,0902,2,2,2,True,,1,MEDIC,2,3,6,,"(37.7833104067015, -122.388379873919)",043070175-M13,37.7833104067015,-122.388379873919
42580209,M13,4071555,Medical Incident,2004-09-14,2004-09-14,2004-09-14 12:32:33+00:00,2004-09-14 12:33:52+00:00,2004-09-14 12:34:29+00:00,2004-09-14 12:34:48+00:00,2004-09-14 12:42:46+00:00,2004-09-14 12:50:51+00:00,2004-09-14 13:14:25+00:00,Other,2004-09-14 13:21:54+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,A1,0902,3,3,3,True,,1,MEDIC,2,3,6,,"(37.7833104067015, -122.388379873919)",042580209-M13,37.7833104067015,-122.388379873919
60490157,M13,6013650,Medical Incident,2006-02-18,2006-02-18,2006-02-18 11:35:13+00:00,2006-02-18 11:36:00+00:00,2006-02-18 11:36:18+00:00,2006-02-18 11:37:26+00:00,2006-02-18 11:39:52+00:00,,,Patient Declined Transport,2006-02-18 12:19:26+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,35,0902,3,3,3,True,,1,MEDIC,2,3,6,,"(37.7833104067015, -122.388379873919)",060490157-M13,37.7833104067015,-122.388379873919
102340054,D3,10073518,Structure Fire,2010-08-22,2010-08-21,2010-08-22 04:07:22+00:00,2010-08-22 04:07:58+00:00,2010-08-22 04:08:16+00:00,2010-08-22 04:11:03+00:00,,,,Other,2010-08-22 04:14:45+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,35,0902,3,3,3,False,,1,CHIEF,8,3,6,,"(37.7833104067015, -122.388379873919)",102340054-D3,37.7833104067015,-122.388379873919
113310193,58,11109721,Medical Incident,2011-11-27,2011-11-27,2011-11-27 15:55:09+00:00,2011-11-27 15:56:52+00:00,2011-11-27 15:57:44+00:00,2011-11-27 15:58:03+00:00,2011-11-27 16:05:17+00:00,2011-11-27 16:11:37+00:00,2011-11-27 16:25:03+00:00,Code 2 Transport,2011-11-27 16:49:59+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,35,0902,1,1,2,True,,1,MEDIC,1,3,6,,"(37.7833104067015, -122.388379873919)",113310193-58,37.7833104067015,-122.388379873919
101240333,65,10038513,Medical Incident,2010-05-04,2010-05-04,2010-05-04 20:02:02+00:00,2010-05-04 20:02:25+00:00,2010-05-04 20:03:23+00:00,2010-05-04 20:03:56+00:00,2010-05-04 20:12:01+00:00,2010-05-04 20:22:04+00:00,2010-05-04 20:34:40+00:00,Code 2 Transport,2010-05-04 20:59:07+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,35,0902,3,3,3,True,,1,MEDIC,3,3,6,,"(37.7833104067015, -122.388379873919)",101240333-65,37.7833104067015,-122.388379873919
1240300,M35,37097,Medical Incident,2000-05-03,2000-05-03,2000-05-03 21:10:26+00:00,2000-05-03 21:12:07+00:00,2000-05-03 21:12:54+00:00,2000-05-03 21:14:32+00:00,2000-05-03 21:16:43+00:00,,,Other,2000-05-03 21:31:11+00:00,0 Block of THE EMBARCADERO,SF,94105,B03,35,0902,1,1,2,True,,1,MEDIC,1,3,6,,"(37.7883061296672, -122.388168184837)",001240300-M35,37.7883061296672,-122.388168184837
111220358,D3,11040462,Structure Fire,2011-05-02,2011-05-02,2011-05-02 22:44:28+00:00,2011-05-02 22:45:00+00:00,2011-05-02 22:45:16+00:00,2011-05-02 22:46:24+00:00,2011-05-02 22:54:09+00:00,,,Other,2011-05-02 23:01:20+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,35,0902,3,3,3,False,,1,CHIEF,9,3,6,,"(37.7833104067015, -122.388379873919)",111220358-D3,37.7833104067015,-122.388379873919
63130069,RWC2,6088285,Water Rescue,2006-11-09,2006-11-09,2006-11-09 08:29:02+00:00,2006-11-09 08:29:02+00:00,2006-11-09 08:29:43+00:00,2006-11-09 08:33:20+00:00,,,,Other,2006-11-09 08:57:22+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,35,0902,E,E,3,False,,1,SUPPORT,8,3,6,,"(37.7833104067015, -122.388379873919)",063130069-RWC2,37.7833104067015,-122.388379873919
102110297,73,10066582,Medical Incident,2010-07-30,2010-07-30,2010-07-30 19:48:49+00:00,2010-07-30 19:51:00+00:00,2010-07-30 19:51:31+00:00,2010-07-30 19:52:18+00:00,2010-07-30 19:57:33+00:00,2010-07-30 20:28:00+00:00,2010-07-30 20:41:30+00:00,Code 2 Transport,2010-07-30 21:15:11+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,35,0902,3,3,3,True,,1,MEDIC,2,3,6,,"(37.7833104067015, -122.388379873919)",102110297-73,37.7833104067015,-122.388379873919
30910202,M13,3026424,Medical Incident,2003-04-01,2003-04-01,2003-04-01 13:20:58+00:00,2003-04-01 13:20:58+00:00,2003-04-01 13:21:26+00:00,2003-04-01 13:21:44+00:00,2003-04-01 13:24:16+00:00,2003-04-01 13:38:29+00:00,2003-04-01 13:50:14+00:00,Other,2003-04-01 14:08:16+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,35,0902,3,3,3,True,,1,MEDIC,1,3,6,,"(37.7833104067015, -122.388379873919)",030910202-M13,37.7833104067015,-122.388379873919
20400182,M13,2011818,Structure Fire,2002-02-09,2002-02-09,2002-02-09 11:42:12+00:00,2002-02-09 11:42:51+00:00,2002-02-09 11:43:05+00:00,2002-02-09 11:44:42+00:00,,,,Other,2002-02-09 11:53:10+00:00,0 Block of THE EMBARCADERO,SF,94105,B03,35,0902,3,3,3,True,,1,MEDIC,12,3,6,,"(37.7832516595628, -122.387928561643)",020400182-M13,37.7832516595628,-122.387928561643
110910002,AM04,11029991,Medical Incident,2011-04-01,2011-03-31,2011-04-01 00:03:58+00:00,2011-04-01 00:05:16+00:00,2011-04-01 00:05:33+00:00,2011-04-01 00:06:13+00:00,2011-04-01 00:10:23+00:00,,,Other,2011-04-01 00:14:24+00:00,CALL BOX:,SF,94105,B03,35,0902,3,3,3,False,,1,PRIVATE,1,1,3,,"(37.7950831598415, -122.39405406042)",110910002-AM04,37.7950831598415,-122.39405406042
111340324,FB1,11044694,Structure Fire,2011-05-14,2011-05-14,2011-05-14 21:33:59+00:00,2011-05-14 21:34:37+00:00,2011-05-14 21:35:33+00:00,2011-05-14 21:38:26+00:00,2011-05-14 21:45:04+00:00,,,Other,2011-05-14 22:14:33+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,35,0902,3,3,3,False,,1,SUPPORT,10,3,6,,"(37.7833104067015, -122.388379873919)",111340324-FB1,37.7833104067015,-122.388379873919
20210076,M13,2006178,Medical Incident,2002-01-21,2002-01-21,2002-01-21 08:18:48+00:00,2002-01-21 08:19:47+00:00,2002-01-21 08:20:11+00:00,2002-01-21 08:21:07+00:00,2002-01-21 08:23:01+00:00,2002-01-21 08:37:10+00:00,2002-01-21 08:46:58+00:00,Other,2002-01-21 08:52:50+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,35,0902,3,3,3,True,,1,MEDIC,1,3,6,,"(37.7833104067015, -122.388379873919)",020210076-M13,37.7833104067015,-122.388379873919
11020049,M28,1031072,Medical Incident,2001-04-12,2001-04-11,2001-04-12 07:16:41+00:00,2001-04-12 07:18:29+00:00,2001-04-12 07:19:06+00:00,2001-04-12 07:20:31+00:00,2001-04-12 07:31:12+00:00,2001-04-12 08:04:50+00:00,,Other,2001-04-12 08:06:04+00:00,0 Block of THE EMBARCADERO,SF,94105,B03,35,0902,2,2,2,True,,1,MEDIC,1,3,6,,"(37.7832516595628, -122.387928561643)",011020049-M28,37.7832516595628,-122.387928561643
82320118,72,8071066,Medical Incident,2008-08-19,2008-08-19,2008-08-19 10:01:20+00:00,2008-08-19 10:02:33+00:00,2008-08-19 10:02:43+00:00,,,2008-08-19 10:29:58+00:00,2008-08-19 10:39:57+00:00,Code 2 Transport,2008-08-19 11:18:44+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,35,0902,3,3,3,True,,1,MEDIC,3,3,6,,"(37.7833104067015, -122.388379873919)",082320118-72,37.7833104067015,-122.388379873919
31840243,M28,3052869,Medical Incident,2003-07-03,2003-07-03,2003-07-03 15:12:56+00:00,2003-07-03 15:14:24+00:00,2003-07-03 15:14:59+00:00,2003-07-03 15:16:04+00:00,2003-07-03 15:20:54+00:00,2003-07-03 15:47:25+00:00,2003-07-03 16:01:04+00:00,Other,2003-07-03 16:30:49+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,35,0902,3,3,3,True,,1,MEDIC,1,3,6,,"(37.7833104067015, -122.388379873919)",031840243-M28,37.7833104067015,-122.388379873919
12130049,M13,1065782,Medical Incident,2001-08-01,2001-07-31,2001-08-01 07:23:08+00:00,2001-08-01 07:28:25+00:00,2001-08-01 07:28:49+00:00,2001-08-01 07:30:26+00:00,,,,Other,2001-08-01 07:44:34+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,35,0902,1,1,2,True,,1,MEDIC,1,3,6,,"(37.7833104067015, -122.388379873919)",012130049-M13,37.7833104067015,-122.388379873919
23310096,FB1,2098087,Water Rescue,2002-11-27,2002-11-27,2002-11-27 08:41:03+00:00,2002-11-27 08:42:58+00:00,2002-11-27 08:43:35+00:00,2002-11-27 08:46:14+00:00,,,,Other,2002-11-27 08:48:38+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,35,0902,3,3,3,False,,1,SUPPORT,6,3,6,,"(37.7833104067015, -122.388379873919)",023310096-FB1,37.7833104067015,-122.388379873919
92890274,T16,9086884,Water Rescue,2009-10-16,2009-10-16,2009-10-16 14:50:21+00:00,2009-10-16 14:50:51+00:00,2009-10-16 14:51:20+00:00,2009-10-16 14:54:04+00:00,,,,Other,2009-10-16 15:00:11+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,35,0902,3,3,3,False,,1,TRUCK,10,3,6,,"(37.7833104067015, -122.388379873919)",092890274-T16,37.7833104067015,-122.388379873919
41910033,M13,4053326,Medical Incident,2004-07-09,2004-07-08,2004-07-09 04:06:53+00:00,2004-07-09 04:09:09+00:00,2004-07-09 04:09:29+00:00,2004-07-09 04:12:10+00:00,2004-07-09 04:14:42+00:00,2004-07-09 04:30:51+00:00,2004-07-09 04:38:46+00:00,Other,2004-07-09 04:50:47+00:00,0 Block of THE EMBARCADERO,SF,94105,B03,35,0902,3,3,3,False,,1,MEDIC,1,3,6,,"(37.7930284747689, -122.39192878449)",041910033-M13,37.7930284747689,-122.39192878449
41150030,M13,4032571,Medical Incident,2004-04-24,2004-04-23,2004-04-24 02:10:50+00:00,2004-04-24 02:11:06+00:00,2004-04-24 02:11:52+00:00,2004-04-24 02:13:36+00:00,2004-04-24 02:17:28+00:00,,,Other,2004-04-24 02:18:18+00:00,MISSION ST/THE EMBARCADERO SOU,SF,94105,B03,35,0902,3,3,3,False,,1,MEDIC,3,3,3,,"(37.7935385958653, -122.392889145798)",041150030-M13,37.7935385958653,-122.392889145798
101010009,66,10031043,Medical Incident,2010-04-11,2010-04-10,2010-04-11 00:42:29+00:00,2010-04-11 00:42:29+00:00,2010-04-11 00:42:42+00:00,2010-04-11 00:43:22+00:00,2010-04-11 00:50:35+00:00,,,No Merit,2010-04-11 01:10:37+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,35,0902,2,2,2,True,,1,MEDIC,1,3,6,,"(37.7833104067015, -122.388379873919)",101010009-66,37.7833104067015,-122.388379873919
30350427,M13,3010107,Medical Incident,2003-02-04,2003-02-04,2003-02-04 22:23:44+00:00,2003-02-04 22:25:45+00:00,2003-02-04 22:26:32+00:00,2003-02-04 22:27:22+00:00,2003-02-04 22:29:25+00:00,2003-02-04 22:50:33+00:00,2003-02-04 23:04:45+00:00,Other,2003-02-04 23:14:53+00:00,0 Block of THE EMBARCADERO,SF,94105,B03,35,0902,3,3,3,True,,1,MEDIC,1,3,6,,"(37.7930284747689, -122.39192878449)",030350427-M13,37.7930284747689,-122.39192878449
22630361,M13,2077947,Medical Incident,2002-09-20,2002-09-20,2002-09-20 19:21:42+00:00,2002-09-20 19:27:06+00:00,2002-09-20 19:27:14+00:00,2002-09-20 19:27:26+00:00,2002-09-20 19:31:18+00:00,2002-09-20 19:43:55+00:00,2002-09-20 20:00:10+00:00,Other,2002-09-20 19:36:51+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,35,0902,3,3,3,True,,1,MEDIC,1,3,6,,"(37.7833104067015, -122.388379873919)",022630361-M13,37.7833104067015,-122.388379873919
70530360,71,7015658,Medical Incident,2007-02-22,2007-02-22,2007-02-22 19:07:41+00:00,2007-02-22 19:09:44+00:00,2007-02-22 19:10:24+00:00,2007-02-22 19:11:00+00:00,,2007-02-22 19:31:36+00:00,,Code 2 Transport,2007-02-22 20:03:34+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,35,0902,2,2,2,True,,1,MEDIC,1,3,6,,"(37.7833104067015, -122.388379873919)",070530360-71,37.7833104067015,-122.388379873919
102660288,72,10084260,Medical Incident,2010-09-23,2010-09-23,2010-09-23 18:11:19+00:00,2010-09-23 18:12:41+00:00,2010-09-23 18:15:41+00:00,2010-09-23 18:15:48+00:00,2010-09-23 18:42:53+00:00,,,No Merit,2010-09-23 18:48:08+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,35,0902,1,1,2,True,,1,MEDIC,1,3,6,,"(37.7833104067015, -122.388379873919)",102660288-72,37.7833104067015,-122.388379873919
111600108,72,11052832,Medical Incident,2011-06-09,2011-06-09,2011-06-09 10:48:44+00:00,2011-06-09 10:49:42+00:00,2011-06-09 10:50:11+00:00,2011-06-09 10:50:34+00:00,2011-06-09 11:08:19+00:00,2011-06-09 11:17:36+00:00,2011-06-09 11:34:32+00:00,Code 2 Transport,2011-06-09 12:23:25+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,35,0902,2,2,2,True,,1,MEDIC,1,3,6,,"(37.7833104067015, -122.388379873919)",111600108-72,37.7833104067015,-122.388379873919
70860038,M28,7024919,Medical Incident,2007-03-27,2007-03-26,2007-03-27 06:08:20+00:00,2007-03-27 06:09:35+00:00,2007-03-27 06:11:08+00:00,2007-03-27 06:13:44+00:00,,2007-03-27 06:21:15+00:00,,Code 2 Transport,2007-03-27 07:01:32+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,35,0902,3,3,3,True,,1,MEDIC,2,3,6,,"(37.7833104067015, -122.388379873919)",070860038-M28,37.7833104067015,-122.388379873919
101230110,KM02,10038010,Medical Incident,2010-05-03,2010-05-03,2010-05-03 09:36:11+00:00,2010-05-03 09:39:24+00:00,2010-05-03 09:40:14+00:00,2010-05-03 09:46:05+00:00,,,,Other,2010-05-03 09:46:38+00:00,MARKET ST/THE EMBARCADERO NOR,SF,94111,B03,35,0902,3,3,3,False,,1,PRIVATE,2,1,3,,"(37.7953080071442, -122.3938439729)",101230110-KM02,37.7953080071442,-122.3938439729
90040136,74,9001140,Medical Incident,2009-01-04,2009-01-04,2009-01-04 11:23:57+00:00,2009-01-04 11:26:40+00:00,2009-01-04 11:26:47+00:00,2009-01-04 11:27:07+00:00,2009-01-04 11:37:43+00:00,,,Other,2009-01-04 12:12:22+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,35,0902,2,2,2,True,,1,MEDIC,1,3,6,,"(37.7833104067015, -122.388379873919)",090040136-74,37.7833104067015,-122.388379873919
53140339,M13,5084879,Medical Incident,2005-11-10,2005-11-10,2005-11-10 23:41:13+00:00,2005-11-10 23:43:31+00:00,2005-11-10 23:43:43+00:00,2005-11-10 23:45:23+00:00,2005-11-10 23:48:14+00:00,2005-11-11 00:04:23+00:00,,Code 2 Transport,2005-11-11 00:38:42+00:00,0 Block of THE EMBARCADERO,SF,94105,B03,35,0902,3,3,3,True,,1,MEDIC,3,3,6,,"(37.7930284747689, -122.39192878449)",053140339-M13,37.7930284747689,-122.39192878449
102150232,FB1,10067801,Water Rescue,2010-08-03,2010-08-03,2010-08-03 15:40:55+00:00,2010-08-03 15:42:42+00:00,2010-08-03 15:44:56+00:00,2010-08-03 15:48:58+00:00,,,,Other,2010-08-03 15:52:50+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,35,0902,3,3,3,False,,1,SUPPORT,9,3,6,,"(37.7833104067015, -122.388379873919)",102150232-FB1,37.7833104067015,-122.388379873919
22180029,M13,2064604,Medical Incident,2002-08-06,2002-08-05,2002-08-06 03:53:27+00:00,2002-08-06 03:55:25+00:00,2002-08-06 03:55:29+00:00,2002-08-06 03:58:24+00:00,2002-08-06 03:59:10+00:00,2002-08-06 04:09:54+00:00,2002-08-06 04:21:34+00:00,Other,2002-08-06 04:50:50+00:00,MISSION ST/THE EMBARCADERO SO,SF,94105,B03,35,0902,3,3,3,True,,1,MEDIC,1,3,3,,"(37.7937688140807, -122.392499330703)",022180029-M13,37.7937688140807,-122.392499330703
41800355,M13,4050476,Medical Incident,2004-06-28,2004-06-28,2004-06-28 22:47:22+00:00,2004-06-28 22:48:00+00:00,2004-06-28 22:48:14+00:00,2004-06-28 22:49:46+00:00,2004-06-28 23:08:39+00:00,2004-06-28 23:08:56+00:00,2004-06-28 23:22:41+00:00,Other,2004-06-28 23:42:38+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,35,0902,3,3,3,True,,1,MEDIC,1,3,6,,"(37.7833104067015, -122.388379873919)",041800355-M13,37.7833104067015,-122.388379873919
61130128,RWC1,6031372,Water Rescue,2006-04-23,2006-04-23,2006-04-23 10:04:33+00:00,2006-04-23 10:05:20+00:00,2006-04-23 10:06:25+00:00,,,,,Other,2006-04-23 10:26:22+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,35,0902,3,3,3,False,,1,SUPPORT,7,3,6,,"(37.7833104067015, -122.388379873919)",061130128-RWC1,37.7833104067015,-122.388379873919
81390377,96,8043023,Medical Incident,2008-05-18,2008-05-18,2008-05-18 19:41:43+00:00,2008-05-18 19:45:45+00:00,2008-05-18 19:45:53+00:00,2008-05-18 19:46:24+00:00,2008-05-18 19:55:02+00:00,,,Unable to Locate,2008-05-18 19:58:46+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,35,0902,2,2,2,True,,1,MEDIC,1,3,6,,"(37.7833104067015, -122.388379873919)",081390377-96,37.7833104067015,-122.388379873919
52810252,M13,5075589,Medical Incident,2005-10-08,2005-10-08,2005-10-08 15:46:27+00:00,2005-10-08 15:48:34+00:00,2005-10-08 15:48:49+00:00,2005-10-08 15:49:46+00:00,2005-10-08 15:55:00+00:00,2005-10-08 16:03:08+00:00,2005-10-08 16:25:21+00:00,Code 2 Transport,2005-10-08 16:26:03+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,35,0902,3,3,3,True,,1,MEDIC,2,3,6,,"(37.7833104067015, -122.388379873919)",052810252-M13,37.7833104067015,-122.388379873919
90070009,96,9001917,Medical Incident,2009-01-07,2009-01-06,2009-01-07 01:09:34+00:00,2009-01-07 01:10:09+00:00,2009-01-07 01:10:18+00:00,2009-01-07 01:10:48+00:00,2009-01-07 01:19:14+00:00,2009-01-07 01:49:31+00:00,2009-01-07 02:05:57+00:00,Code 2 Transport,2009-01-07 02:33:06+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,35,0902,3,2,2,True,,1,MEDIC,1,3,6,,"(37.7833104067015, -122.388379873919)",090070009-96,37.7833104067015,-122.388379873919
33350298,M13,3095977,Medical Incident,2003-12-01,2003-12-01,2003-12-01 19:07:36+00:00,2003-12-01 19:07:36+00:00,2003-12-01 19:08:15+00:00,2003-12-01 19:09:02+00:00,2003-12-01 19:11:34+00:00,2003-12-01 19:21:51+00:00,2003-12-01 19:33:09+00:00,Other,2003-12-01 19:37:08+00:00,MARKET ST/THE EMBARCADERO NOR,SF,94111,B03,35,0902,3,3,3,True,,1,MEDIC,1,1,3,,"(37.7953080071442, -122.3938439729)",033350298-M13,37.7953080071442,-122.3938439729
60550056,M13,6015196,Medical Incident,2006-02-24,2006-02-23,2006-02-24 07:31:42+00:00,2006-02-24 07:33:25+00:00,2006-02-24 07:33:36+00:00,2006-02-24 07:35:50+00:00,2006-02-24 07:37:54+00:00,2006-02-24 07:52:26+00:00,2006-02-24 08:12:34+00:00,Code 2 Transport,2006-02-24 08:40:20+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,35,0902,3,3,3,True,,1,MEDIC,2,3,6,,"(37.7833104067015, -122.388379873919)",060550056-M13,37.7833104067015,-122.388379873919
41190324,M13,4034014,Medical Incident,2004-04-28,2004-04-28,2004-04-28 18:21:14+00:00,2004-04-28 18:28:02+00:00,2004-04-28 18:28:08+00:00,2004-04-28 18:31:22+00:00,2004-04-28 18:34:12+00:00,,,Other,2004-04-28 19:24:36+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,35,0902,3,3,3,True,,1,MEDIC,1,3,6,,"(37.7833104067015, -122.388379873919)",041190324-M13,37.7833104067015,-122.388379873919
51110341,M28,5029810,Medical Incident,2005-04-21,2005-04-21,2005-04-21 20:37:20+00:00,2005-04-21 20:41:38+00:00,2005-04-21 20:43:04+00:00,2005-04-21 20:43:38+00:00,2005-04-21 20:49:53+00:00,2005-04-21 20:53:40+00:00,,Code 2 Transport,2005-04-21 21:13:07+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,35,0902,2,2,2,True,,1,MEDIC,1,3,6,,"(37.7833104067015, -122.388379873919)",051110341-M28,37.7833104067015,-122.388379873919
112000026,55,11065832,Medical Incident,2011-07-19,2011-07-18,2011-07-19 02:38:24+00:00,2011-07-19 02:38:24+00:00,2011-07-19 02:39:22+00:00,2011-07-19 02:40:08+00:00,2011-07-19 02:46:11+00:00,2011-07-19 02:59:26+00:00,2011-07-19 03:16:17+00:00,Code 2 Transport,2011-07-19 03:28:19+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,35,0902,E,E,3,True,,1,MEDIC,4,3,6,,"(37.7833104067015, -122.388379873919)",112000026-55,37.7833104067015,-122.388379873919
32600431,M01,3074859,Medical Incident,2003-09-17,2003-09-17,2003-09-17 22:30:39+00:00,2003-09-17 22:32:57+00:00,2003-09-17 22:36:45+00:00,2003-09-17 22:38:39+00:00,2003-09-17 22:40:14+00:00,2003-09-17 22:44:35+00:00,,Other,2003-09-17 22:44:37+00:00,MISSION ST/THE EMBARCADERO SOU,SF,94105,B03,35,0902,3,3,3,True,,1,MEDIC,1,3,3,,"(37.7935385958653, -122.392889145798)",032600431-M01,37.7935385958653,-122.392889145798
90190063,94,9005642,Medical Incident,2009-01-19,2009-01-18,2009-01-19 07:52:31+00:00,2009-01-19 07:53:24+00:00,2009-01-19 07:53:40+00:00,2009-01-19 07:53:57+00:00,2009-01-19 07:59:26+00:00,2009-01-19 08:04:17+00:00,2009-01-19 08:14:48+00:00,Code 3 Transport,2009-01-19 08:11:51+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,35,0902,3,3,3,True,,1,MEDIC,3,3,6,,"(37.7833104067015, -122.388379873919)",090190063-94,37.7833104067015,-122.388379873919
12840221,M13,1087006,Water Rescue,2001-10-11,2001-10-11,2001-10-11 13:10:50+00:00,2001-10-11 13:11:16+00:00,2001-10-11 13:11:46+00:00,2001-10-11 13:12:01+00:00,2001-10-11 13:17:51+00:00,2001-10-11 13:30:34+00:00,2001-10-11 13:52:08+00:00,Other,2001-10-11 14:10:30+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,35,0902,3,3,3,True,,1,MEDIC,5,3,6,,"(37.7833104067015, -122.388379873919)",012840221-M13,37.7833104067015,-122.388379873919
103220240,64,10103253,Medical Incident,2010-11-18,2010-11-18,2010-11-18 16:55:02+00:00,2010-11-18 16:56:13+00:00,2010-11-18 16:56:27+00:00,2010-11-18 16:56:39+00:00,2010-11-18 17:05:11+00:00,2010-11-18 17:12:10+00:00,2010-11-18 17:46:50+00:00,Code 2 Transport,2010-11-18 18:05:22+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,35,0902,3,3,3,True,,1,MEDIC,2,3,6,,"(37.7833104067015, -122.388379873919)",103220240-64,37.7833104067015,-122.388379873919
11190218,M13,1036381,Medical Incident,2001-04-29,2001-04-29,2001-04-29 15:21:32+00:00,2001-04-29 15:24:20+00:00,2001-04-29 15:24:46+00:00,2001-04-29 15:25:50+00:00,2001-04-29 15:35:34+00:00,2001-04-29 15:43:50+00:00,2001-04-29 16:09:58+00:00,Other,2001-04-29 16:25:49+00:00,0 Block of THE EMBARCADERO,SF,94107,B03,35,0902,1,1,2,True,,1,MEDIC,1,3,6,,"(37.7833104067015, -122.388379873919)",011190218-M13,37.7833104067015,-122.388379873919
